,Maywood,Cudahy,Huntington Park,West Hollywood,San Francisco,Bell Gardens,Lawndale,Hawaiian Gardens,Lynwood,Bell,Hawthorne,Hermosa Beach,Daly City,South Gate,Bellflower,Inglewood,Stanton,Santa Ana,El Monte,La Puente,Paramount,Baldwin Park,East Palo Alto,San Pablo,Norwalk,Alhambra,Berkeley,Redondo Beach,Lomita,Santa Monica,Albany,Rosemead,Artesia,Gardena,San Fernando,Compton,San Gabriel,Garden Grove,Long Beach,Downey,Westminster,Manhattan Beach,Temple City,La Palma,Lakewood,La Habra,Foster City,Emeryville,Los Angeles,National City,San Mateo,Monterey Park,Placentia,Greenfield,Buena Park,Watsonville,Culver City,Pico Rivera,South Pasadena,San Bruno,Montebello,Oxnard,Cypress,Torrance,Huntington Beach,South El Monte,Costa Mesa,Oakland,South San Francisco,Alameda,El Cajon,Suisun City,Tustin,Covina,Campbell,Anaheim,Montclair,Davis,Millbrae,West Covina,Parlier,Lemon Grove,Burlingame,Pomona,Salinas,Aliso Viejo,Santa Paula,Sunnyvale,San Leandro,El Cerrito,Santa Clara,Imperial Beach,Glendale,La Mesa,Piedmont,Capitola,La Mirada,Mountain View,Fountain Valley,Fullerton,Beverly Hills,Pasadena,Burbank,Rohnert Park,Soledad,Citrus Heights,Whittier,Ceres,Grover Beach,Cerritos,Belmont,Riverbank,Modesto,Orange,Guadalupe,San Jose,Mission Viejo,Pacific Grove,Laguna Woods,Cupertino,Arcadia,San Carlos,Dana Point,Holtville,Carpinteria,Vista,Signal Hill,Chula Vista,Milpitas,Ventura,Newman,Carson,Port Hueneme,Azusa,Orange Cove,Hollister,McFarland,Sacramento,Reedley,Stockton,Upland,Santa Cruz,Pleasant Hill,Farmersville,San Anselmo,Fontana,Atwater,Calexico,Lodi,Santa Barbara,Laguna Hills,Live Oak,Selma,Lindsay,Los Altos,Fillmore,Yuba City,Rialto,Fresno,Sanger,Santa Maria,Lake Forest,Napa,Huron,Laguna Niguel,Gonzales,Exeter,Kerman,Rancho Cucamonga,Belvedere,Clovis,Eastvale,Santa Rosa,Turlock,Oceanside,Kingsburg,Petaluma,American Canyon,San Diego,Arvin,Concord,San Ramon,Sebastopol,Galt,Sausalito,Larkspur,Redwood City,Corona,Escondido,Madera,
Greenfield,110.441,112.919,108.811,98.748,286.367,112.682,111.406,123.245,116.544,111.223,110.161,113.551,292.9301,114.929,121.153,106.511,127.474,134.396,115.077,122.627,118.375,118.988,260.203,287.066,117.648,107.742,278.592,114.439,117.993,103.158,281.629,112.593,122.003,115.239,82.565,117.919,110.047,131.027,126.008,115.056,133.48,112.96,111.246,123.599,123.159,129.914,279.455,276.637,102.608,228.504,281.452,109.413,132.48,0,123.473,230.119,102.409,117.676,107.076,290.08,112.157,110.695,124.294,117.489,138.816,115.625,143.002,275.104,290.789,272.072,228.871,290.851,137.208,121.159,245.211,128.44,133.678,300.301,287.367,119.952,103.166,228.219,285.48,130.132,207.831,152.272,95.005,254.121,265.923,282.748,249.198,235.775,98.13,225.838,275.708,245.172,122.219,255.971,137.335,128.612,101.248,103.884,93.511,325.757,181.529,304.119,117.161,205.63,126.145,122.638,270.74,216.794,210.167,133.371,124.18,244.426,151.175,226.744,148.405,250.349,110.624,268.615,160.6,322.971,126.912,195.247,124.995,229.532,249.741,110.756,191.008,118.235,115.662,117.865,107.534,208.732,33.29,287.719,103.718,241.331,134.221,250.392,270.788,84.138,297.457,147.533,179.333,324.275,257.204,138.059,147.76,247.148,100.892,68.559,258.135,85.774,327.956,151.597,115.705,109.415,115.059,148.712,305.149,96.5,156.144,190.639,87.855,131.726,139.297,301.617,120.405,146.777,331.956,196.516,185.793,95.826,316.23,293.252,222.576,13.634,274.481,256.485,332.631,264.739,301.392,296.122,265.751,147.667,213.81,137.709,
Buena Park,16.433,15.073,17.603,28.818,402.334,13.427,23.999,10.728,16.792,15.794,25.192,24.667,408.897,17.749,8.592,26.029,4.42,11.659,20.795,12.96,11.055,21.829,376.169,403.033,5.798,22.719,394.559,25.127,24.764,34.902,397.596,21.387,6.885,19.632,42.304,15.426,23.036,8.29,20.564,10.32,7.422,25.192,24.721,3.504,10.598,6.546,395.422,392.604,21.072,105.767,397.419,21.164,9.742,123.627,0,346.0851,29.186,12.817,22.616,406.047,15.043,81.445,5.519,23.083,14.996,17.87,20.265,391.071,406.756,388.039,106.134,406.817,14.471,26.127,361.177,5.703,30.979,416.267,403.334,22.251,225.13,105.482,401.447,25.924,323.797,29.535,85.099,370.087,381.89,398.715,365.164,113.038,28.502,103.101,391.675,361.138,3.598,371.937,12.895,5.874,31.672,25.623,30.639,441.724,297.495,420.0851,10.364,327.594,195.067,6.381,386.706,338.758,332.131,10.634,185.423,360.392,28.438,342.71,25.668,366.315,29.356,384.581,37.863,208.495,104.199,72.51,16.257,106.795,365.707,88.043,306.974,19.296,83.607,27.47,229.498,324.698,155.254,403.685,225.682,357.297,34.15,366.358,386.755,206.102,413.424,49.686,301.298,209.799,373.17,115.346,25.023,363.114,222.856,190.523,374.101,75.868,443.922,52.159,237.669,231.379,178.458,25.975,421.116,212.466,33.407,306.605,209.819,253.69,39.792,417.584,242.37,35.748,447.923,318.48,63.056,217.79,432.197,409.219,99.839,123.543,390.448,372.452,448.598,380.705,417.359,412.089,381.717,27.115,82.833,259.673,
Watsonville,333.578,336.056,331.9481,321.885,88.352,335.819,334.543,346.382,339.681,334.36,333.298,336.688,83.193,338.066,344.29,329.648,350.6111,357.533,338.2141,345.764,341.5121,342.125,57.511,98.558,340.785,330.879,90.049,337.576,341.1301,326.295,93.121,335.73,345.14,338.376,305.702,341.056,333.184,354.164,349.1451,338.1931,356.617,336.097,334.383,346.736,346.296,353.051,69.329,89.801,325.745,451.641,69.677,332.55,355.617,230.357,346.61,0,325.546,340.813,328.798,78.456,335.294,276.009,347.431,339.211,361.953,338.762,366.139,85.664,79.071,82.633,452.008,121.768,360.345,344.2961,42.522,351.577,356.815,147.48,75.648,343.089,155.041,451.356,73.762,353.269,19.56,375.409,281.748,51.661,78.012,94.24,46.391,458.912,321.267,448.975,88.79,12.99,345.356,51.324,360.472,351.749,324.385,327.021,316.648,137.249,44.989,174.436,340.298,103.476,159.884,345.7751,68.048,115.744,104.937,356.508,172.994,46.936,374.312,28.749,371.542,45.302,333.761,65.923,383.737,546.108,249.553,418.384,348.132,452.6691,52.443,265.827,75.551,341.372,277.918,341.002,168.838,25.938,214.667,172.322,158.904,125.933,357.3581,18.211,93.693,184.042,108.949,370.67,97.866,547.412,141.806,238.445,370.897,14.966,151.328,194.477,53.088,308.911,198.385,374.734,136.728,151.474,176.224,371.849,128.054,139.346,379.281,36.741,188.979,123.381,362.434,103.445,144.802,369.9141,143.448,94.083,408.93,155.961,127.722,116.157,445.713,241.792,97.386,79.39,144.123,149.341,96.024,107.614,63.059,370.804,436.9471,114.069,
Culver City,16.441,18.919,13.995,5.433,381.703,18.682,11.474,29.245,18.676,17.223,10.229,13.619,388.2661,16.047,24.459,6.579,33.474,40.396,24.33,28.645,21.877,28.682,355.538,382.402,23.647,20.22,373.928,14.507,18.061,7.161,376.965,21.734,28.003,15.307,22.827,17.987,21.017,39.189,26.076,21.056,36.127,13.028,24.382,29.598,26.915,35.932,374.791,371.9731,10.516,134.504,376.788,18.666,38.48,102.996,29.473,325.454,0,23.694,17.769,385.416,18.175,57.808,30.294,16.142,41.463,21.644,44.009,370.44,386.125,367.408,134.871,386.186,43.208,33.081,340.546,34.44,43.826,395.636,382.703,29.205,204.499,134.219,380.816,41.381,303.166,56.984,64.468,349.456,361.259,378.084,344.533,141.775,18.777,131.838,371.044,340.507,28.219,351.306,39.982,34.612,5.303,20.171,20.913,421.093,276.864,399.454,23.161,306.963,171.431,28.638,366.075,318.127,311.5,39.371,161.787,339.761,57.175,322.079,54.405,345.684,29.633,363.95,66.6,229.794,80.562,101.247,25.063,135.532,345.076,64.406,286.343,18.303,59.97,34.323,208.867,304.067,134.623,383.054,205.051,336.666,46.997,345.727,366.124,185.471,392.793,63.845,280.667,231.098,352.5391,91.709,53.76,342.483,202.225,169.892,353.47,55.237,423.291,63.864,217.038,210.748,154.822,54.712,400.485,191.835,62.144,285.974,189.188,233.059,55.609,396.953,221.739,55.9,427.292,297.8491,91.793,197.159,411.566,388.588,128.576,102.912,369.817,351.821,427.967,360.074,396.728,391.458,361.086,56.765,111.57,239.042,
Pico Rivera,8.25,8.733,10.18,23.591,397.107,6.004,23.106,12.87,13.975,8.371,22.375,26.853,403.67,9.857,10.778,23.212,17.126,24.048,9.746,10.773,11.461,10.78,370.942,397.806,7.3,10.414,389.332,27.313,26.95,29.666,392.369,6.509,11.628,21.818,37.077,15.028,8.84,26.167,21.833,5.534,23.105,27.436,8.583,14.488,12.784,9.644,390.195,387.377,15.845,118.156,392.192,7.34,22.132,118.4,13.125,340.8581,23.95,0,12.583,400.82,3.088,76.219,13.946,25.269,28.441,4.528,32.654,385.844,401.529,382.812,118.523,401.59,26.86,15.078,355.95,18.092,25.823,411.04,398.107,11.202,219.903,117.871,396.22,23.378,318.57,41.924,79.872,364.86,376.663,393.488,359.937,125.427,23.275,115.49,386.448,355.911,8.277,366.71,26.96,18.264,26.436,15.633,25.412,436.497,292.268,414.858,3.435,322.367,189.841,12.263,381.479,333.531,326.904,23.023,180.197,355.165,40.827,337.483,38.057,361.088,11.825,379.354,50.252,213.795,98.973,84.899,21.628,119.184,360.48,82.817,301.747,20.565,78.381,16.421,224.271,319.471,150.027,398.458,220.455,352.07,28.994,361.131,381.528,200.875,408.197,45.943,296.071,215.099,367.9431,110.12,37.412,357.887,217.629,185.296,368.874,70.641,438.695,45.861,232.442,226.152,173.232,38.364,415.889,207.239,45.796,301.378,204.592,248.463,37.707,412.357,237.143,38.028,442.696,313.2531,75.445,212.563,426.97,403.992,112.228,118.316,385.221,367.225,443.371,375.478,412.132,406.862,376.49,38.893,95.222,254.446,
South Pasadena,9.978,12.455,12.912,15.233,384.78,12.187,23.623,22.749,16.08,10.76,22.892,28.613,391.343,14.465,20.657,19.565,26.978,33.9,10.005,16.198,17.911,14.545,358.616,385.479,17.152,2.169,377.005,28.941,28.788,23.301,380.042,5.86,21.507,21.85,24.234,19.434,3.85,30.531,26.24,14.561,32.984,27.953,6.732,23.103,22.663,24.867,377.868,375.05,8.645,128.008,379.865,4.684,31.984,106.074,22.977,328.532,17.585,12.511,0,388.493,10.267,65.995,23.798,26.846,38.32,10.501,42.506,373.517,389.202,370.485,128.375,389.264,36.712,18.756,343.624,27.944,29.501,398.713,385.78,14.88,207.577,127.723,383.893,27.056,306.244,51.776,67.546,352.534,364.336,381.161,347.611,135.279,8.088,125.342,374.121,343.585,21.723,354.384,36.839,28.116,18.172,2.847,14.642,424.17,279.942,402.532,16.665,310.041,179.617,22.142,369.153,321.205,314.578,32.875,169.973,342.839,50.679,325.157,47.909,348.762,7.402,367.028,60.104,217.473,88.749,94.751,25.327,129.036,348.154,72.593,289.421,24.945,68.157,17.464,211.945,307.145,137.701,386.132,208.129,339.744,32.672,348.805,369.201,188.549,395.87,47.132,283.745,218.777,355.6171,99.896,47.264,345.561,205.303,172.97,356.548,58.315,426.369,51.196,220.116,213.826,163.008,48.216,403.562,194.913,55.648,289.052,192.266,236.137,38.896,400.03,224.817,42.73,430.369,300.927,85.297,200.237,414.643,391.665,122.08,105.99,372.894,354.898,431.044,363.152,399.8051,394.535,364.164,43.62,109.763,242.12,
San Bruno,393.224,395.702,391.5941,381.531,12.641,395.465,394.189,406.028,399.327,394.006,392.944,396.334,6.578,397.712,403.936,389.294,410.257,417.179,397.86,405.41,401.1581,401.7711,21.586,29.394,400.431,390.5251,23.812,397.222,400.7761,385.941,23.957,395.376,404.786,398.022,365.348,400.702,392.83,413.81,408.791,397.8391,416.263,395.743,394.029,406.382,405.942,412.697,12.007,20.359,385.391,511.287,11.184,392.196,415.263,290.003,406.256,78.301,385.192,400.459,388.444,0,394.94,352.708,407.077,398.857,421.599,398.408,425.785,22.163,3.36,25.539,511.654,58.081,419.991,403.9421,41.773,411.223,416.461,83.793,2.058,402.735,209.062,511.002,5.68,412.915,96.259,435.055,377.7881,30.492,31.358,25.076,35.287,518.558,380.913,508.621,22.699,66.294,405.002,27.524,420.118,411.395,384.031,386.667,376.294,58.551,121.688,110.749,399.944,99.971,236.583,405.4211,14.233,98.365,95.685,416.154,249.694,38.331,433.958,110.385,431.188,34.539,393.4071,14.327,443.383,605.7541,326.252,478.03,407.778,512.3151,36.617,342.526,104.303,401.018,354.617,400.6481,222.859,83.628,274.312,97.27,212.925,87.147,417.0041,63.334,37.582,238.064,29.271,430.3161,126.398,607.0581,103.02,315.144,430.543,64.137,205.35,248.499,27.583,368.5571,134.698,434.38,190.749,205.496,252.923,431.495,57.513,198.992,438.927,113.44,243.001,183.027,422.08,26.831,198.824,429.5601,64.749,109.452,468.576,209.983,49.023,47.62,505.359,301.438,41.276,44.727,65.424,110.555,19.41,26.026,16.033,430.45,496.5931,168.091,
Montebello,7.7,10.178,10.292,17.802,391.318,4.625,24.294,16.167,13.803,8.482,23.563,28.107,397.881,12.188,14.075,20.221,20.423,27.345,8.647,13.111,14.758,13.148,365.153,392.017,10.597,6.378,383.543,28.567,29.459,23.877,386.58,6.435,14.925,22.521,31.288,17.157,7.174,29.464,23.962,7.268,26.402,28.624,9.791,17.785,16.081,20.398,384.406,381.588,10.056,121.453,386.403,4.351,25.429,112.611,16.422,335.0691,18.161,3.112,10.064,395.031,0,70.43,17.243,27.517,31.738,6.109,35.951,380.055,395.74,377.023,121.82,395.801,30.157,17.446,350.161,21.389,28.191,405.251,392.318,13.57,214.114,121.168,390.431,25.746,312.781,45.221,74.083,359.071,370.874,387.699,354.148,128.724,17.486,118.787,380.659,350.122,15.168,360.921,30.257,21.561,20.647,10.353,19.623,430.708,286.479,409.069,6.527,316.578,184.052,15.56,375.69,327.742,321.115,26.32,174.408,349.376,44.124,331.694,41.354,355.299,13.033,373.565,53.549,214.26,93.184,88.196,23.05,122.481,354.691,77.028,295.958,22.694,72.592,18.789,218.482,313.682,144.238,392.669,214.666,346.281,31.362,355.342,375.739,195.086,402.408,48.311,290.282,215.564,362.1541,104.331,40.709,352.098,211.84,179.507,363.085,64.852,432.906,48.229,226.653,220.363,167.443,41.661,410.1,201.45,49.093,295.589,198.803,242.674,40.075,406.568,231.354,40.366,436.907,307.4641,78.742,206.774,421.181,398.203,114.862,112.527,379.432,361.436,437.582,369.689,406.343,401.073,370.701,41.231,107.374,248.657,
Oxnard,68.663,71.141,67.106,54.921,389.278,70.904,66.691,81.467,73.893,69.445,65.446,68.836,358.2701,73.151,79.676,61.796,85.696,92.618,74.14,80.89,77.094,79.674,332.083,389.977,75.869,68.052,381.503,69.724,73.278,46.26,384.54,71.544,80.225,70.524,54.96,73.204,70.827,94.406,81.293,73.278,91.344,68.245,71.932,81.82,82.132,88.177,343.901,379.548,61.274,186.726,344.2491,68.476,90.702,110.571,81.695,276.082,57.694,75.939,65.971,352.934,70.42,0,82.516,71.359,96.68,73.888,99.226,378.015,353.643,374.983,187.093,393.761,95.43,81.845,317.091,86.662,94.364,403.211,350.22,79.015,212.074,186.441,348.334,90.818,257.5571,112.201,15.107,326.001,368.834,385.659,321.078,193.997,58.606,184.06,378.619,288.9641,80.441,327.851,95.199,86.834,56.533,64.512,55.097,428.668,231.254,407.03,75.383,314.538,117.694,80.86,342.619,325.702,319.075,91.593,108.05,316.306,109.397,276.47,106.627,322.229,71.31,340.4951,118.822,283.657,26.825,153.469,80.28,187.754,321.621,10.669,293.918,73.52,4.45,78.551,216.442,270.032,142.198,390.629,212.626,344.241,94.907,294.1841,373.699,193.046,400.368,108.219,288.242,284.961,360.114,37.972,105.982,290.9401,209.8,177.467,330.015,24.299,430.866,112.283,224.613,218.323,101.085,106.934,408.06,199.41,114.366,240.365,196.763,240.634,99.983,404.528,229.314,107.463,434.867,305.424,144.015,204.734,419.141,396.163,180.798,110.487,377.392,359.396,435.542,367.649,404.303,399.033,337.631,108.353,174.496,246.617,
Cypress,18.952,18.34,19.05,31.337,404.853,15.946,22.25,2.729,16.006,18.898,24.406,24.107,411.416,16.963,8.032,25.243,4.32,16.197,23.284,24.311,10.495,24.318,378.688,405.552,6.93,25.238,397.078,24.567,19.175,36.446,400.115,23.876,4.652,19.072,44.823,14.866,25.555,11.464,11.502,11.475,8.402,25.032,27.21,2.267,6.527,12.06,397.941,395.123,23.591,107.527,399.938,23.683,14.287,126.146,5.514,348.604,31.746,15.306,25.135,408.566,18.829,83.964,0,21.879,15.578,20.359,16.595,393.59,409.275,390.558,107.894,409.336,19.009,28.616,363.696,8.056,35.524,418.786,405.853,24.74,227.649,107.242,403.966,30.469,326.316,29.57,87.618,372.606,384.409,401.234,367.683,114.798,31.021,104.861,394.194,363.657,8.223,374.456,12.568,10.419,34.191,28.142,33.158,444.243,300.014,422.604,14.87,330.113,197.586,4.737,389.225,341.277,334.65,15.172,187.942,362.911,32.976,345.229,30.206,368.834,31.845,387.1,37.01,213.04,106.718,74.27,8.649,108.555,368.226,90.562,309.493,14.88,86.126,29.959,232.017,327.217,157.773,406.204,228.201,359.816,38.695,368.877,389.274,208.621,415.943,54.231,303.817,214.344,375.689,117.865,29.561,365.633,225.375,193.042,376.62,78.387,446.441,56.704,240.188,233.898,180.977,30.513,423.635,214.985,32.877,309.1241,212.338,256.209,44.337,420.103,244.889,40.293,450.442,320.9991,64.816,220.309,434.716,411.738,101.599,126.062,392.967,374.971,451.117,383.224,419.8781,414.608,384.236,31.66,84.593,262.192,
Torrance,21.364,19.367,17.6,19.297,394.393,19.111,5.077,21.275,15.644,19.925,6.477,4.765,400.9561,16.601,15.306,10.437,25.742,33.024,33.092,34.726,13.737,34.733,368.228,395.092,20.442,28.982,386.618,3.153,3.07,19.825,389.655,30.496,18.312,4.996,35.517,10.753,29.299,27.947,14.834,18.305,24.885,6.47,33.144,21.145,16.141,29.725,387.481,384.6631,20.472,123.699,389.478,27.427,31.952,115.686,23.179,338.144,15.125,25.721,27.725,398.106,26.56,70.498,22.418,0,30.221,30.028,32.767,383.13,398.815,380.098,124.066,398.876,35.834,39.031,353.236,27.906,49.776,408.326,395.393,35.155,217.189,123.414,393.506,47.331,315.856,45.742,77.158,362.146,373.949,390.774,357.223,130.97,28.733,121.033,383.734,353.197,24.275,363.996,28.74,28.084,21.287,30.127,30.869,433.783,289.554,412.144,25.285,319.653,184.121,18.92,378.765,330.817,324.19,33.486,174.477,352.451,47.705,334.769,44.935,358.374,39.589,376.64,53.182,230.705,93.252,90.442,13.821,124.727,357.766,77.096,299.033,4.741,72.66,40.374,221.557,316.757,147.313,395.744,217.741,349.356,52.947,358.417,378.814,198.161,405.483,69.896,293.357,230.692,365.2291,104.399,44.29,355.173,214.915,182.582,366.16,67.927,435.981,69.814,229.728,223.438,167.512,45.501,413.175,204.525,49.049,298.664,201.878,245.749,61.66,409.643,234.429,57.958,439.982,310.539,80.988,209.849,424.256,401.278,117.771,115.602,382.507,364.511,440.657,372.764,409.418,404.148,373.776,49.325,100.765,251.732,
Huntington Beach,32.301,31.689,32.399,44.686,418.202,29.295,31.267,16.247,29.355,32.247,32.675,33.345,424.765,30.312,21.361,36.874,11.591,17.288,36.633,37.66,23.824,37.667,392.037,418.901,23.376,38.587,410.427,32.49,28.192,46.262,413.464,37.225,18.97,28.672,58.172,26.569,38.904,12.432,14.754,24.824,7.825,34.049,40.559,16.823,19.773,21.496,411.29,408.472,36.94,98.454,413.287,37.032,25.376,139.495,14.95,361.953,41.562,28.655,38.484,421.915,32.178,96.935,15.565,30.896,0,33.708,7.744,406.939,422.624,403.907,98.821,422.685,15.11,41.965,377.045,23.969,44.448,432.135,419.202,38.089,240.998,98.169,417.315,39.393,339.665,20.497,100.967,385.955,397.758,414.583,381.032,105.725,44.37,95.788,407.543,377.006,18.548,387.805,6.388,19.89,47.724,41.491,46.507,457.592,313.363,435.953,28.219,343.462,210.558,20.184,402.574,354.626,347.999,19.397,200.914,376.26,24.661,358.578,20.009,382.183,45.194,400.449,23.347,208.044,119.689,65.197,14.789,99.482,381.575,103.533,322.842,23.897,99.097,43.308,245.366,340.566,171.122,419.553,241.55,373.165,47.619,382.226,402.623,221.97,429.292,60.949,317.166,205.447,389.038,130.836,21.246,378.982,238.724,206.391,389.969,91.736,459.79,63.422,253.537,247.247,193.949,22.457,436.984,228.334,23.804,322.4731,225.687,269.558,57.014,433.452,258.238,47.011,463.791,334.3481,55.743,233.658,448.065,425.087,92.526,139.411,406.316,388.32,464.466,396.573,433.2271,427.957,397.585,38.377,75.52,275.541,
South El Monte,11.039,13.517,13.631,21.141,394.657,10.009,28.287,18.051,17.142,11.821,27.556,32.034,401.22,15.527,15.959,23.56,22.307,29.229,2.538,8.261,16.642,8.298,368.492,395.356,12.481,8.162,386.882,32.494,32.798,27.216,389.919,4.181,16.809,25.86,34.627,20.496,6.513,31.348,27.301,12.342,28.286,32.617,5.217,19.669,17.965,15.548,387.745,384.927,13.395,123.337,389.742,7.386,24.773,115.95,18.306,338.4081,21.5,4.665,10.331,398.37,5.374,73.769,19.127,30.45,33.622,0,37.835,383.394,399.079,380.362,123.704,399.14,32.041,11.833,353.5,23.273,22.578,408.59,395.657,7.957,217.453,123.052,393.77,20.133,316.12,47.105,77.422,362.41,374.213,391.038,357.487,130.608,20.825,120.671,383.998,353.461,14.391,364.26,32.141,19.115,23.986,13.306,22.962,434.047,289.818,412.408,9.154,319.917,187.391,17.444,379.029,331.081,324.454,30.744,177.747,352.715,46.008,335.033,43.238,358.638,7.79,376.904,55.433,209.41,96.523,90.08,26.809,124.365,358.03,80.367,299.297,26.033,75.931,13.939,221.821,317.021,147.577,396.008,218.005,349.62,25.749,358.681,379.078,198.425,405.747,43.461,293.621,210.714,365.493,107.67,42.593,355.437,215.179,182.846,366.424,68.191,436.245,42.616,229.992,223.702,170.782,43.545,413.439,204.789,50.977,298.928,202.142,246.013,35.225,409.907,234.693,35.516,440.246,310.8031,80.626,210.113,424.52,401.542,117.409,115.866,382.771,364.775,440.921,373.028,409.682,404.412,374.04,36.381,102.524,251.996,
Costa Mesa,36.387,34.098,34.808,48.773,422.289,33.382,33.676,18.656,31.764,35.749,35.084,35.754,428.8521,32.721,23.77,39.283,12.634,9.927,39.042,36.3,26.233,41.821,396.124,422.988,25.753,42.674,414.514,34.899,30.601,48.671,417.551,39.634,21.379,31.081,62.259,28.978,42.991,9.273,21.035,27.233,9.514,36.458,42.968,17.628,22.182,25.275,415.377,412.5591,41.027,92.277,417.374,41.119,18.015,143.582,20.565,366.04,43.971,31.064,42.571,426.002,34.998,99.344,16.37,33.305,7.671,36.117,0,411.026,426.711,407.994,92.644,426.772,7.749,38.339,381.132,16.608,39.358,436.222,423.289,40.464,245.085,91.992,421.402,34.303,343.752,14.32,105.054,390.042,401.845,418.67,385.119,99.548,48.457,89.611,411.63,381.093,23.916,391.892,5.244,20.049,50.133,55.675,50.594,461.679,317.45,440.04,30.319,347.549,212.967,22.593,406.661,358.713,352.086,12.037,203.323,380.347,17.3,362.665,14.53,386.27,49.813,404.536,21.76,201.867,122.098,59.02,21.043,93.305,385.662,105.942,326.929,26.306,101.506,42.211,249.453,344.653,175.209,423.64,245.637,377.252,42.529,386.313,406.71,226.057,433.379,53.588,321.253,199.27,393.125,133.245,13.885,383.069,242.811,210.478,394.056,95.823,463.877,56.061,257.624,251.334,196.358,15.096,441.071,232.421,17.627,326.56,229.774,273.645,49.653,437.539,262.325,39.65,467.878,338.4351,49.566,237.745,452.152,429.174,86.349,143.498,410.403,392.407,468.553,400.66,437.314,432.044,401.672,31.016,69.343,279.628,
Oakland,377.885,380.363,376.255,366.192,12.459,380.126,378.85,390.689,383.988,378.667,377.605,380.995,19.022,382.373,388.597,373.955,394.918,401.84,382.521,390.071,385.819,386.4321,31.465,13.305,385.092,375.1861,4.944,381.883,385.437,370.602,7.868,380.037,389.447,382.683,350.009,385.363,377.4911,398.471,393.452,382.5,400.924,380.404,378.69,391.043,390.603,397.358,27.976,2.731,370.052,495.948,29.973,376.857,399.924,274.664,390.917,85.377,369.853,385.12,373.105,22.244,379.601,378.139,391.738,383.518,406.26,383.069,410.446,0,19.826,4.173,496.315,41.992,404.652,388.6031,45.496,395.884,401.122,67.704,24.763,387.396,193.723,495.663,25.437,397.576,98.689,419.716,362.4491,42.366,9.953,8.987,42.511,503.2191,365.574,493.282,2.931,73.37,389.663,38.982,404.779,396.056,368.692,371.328,360.955,51.996,124.118,94.66,384.6049,84.632,239.013,390.082,33.094,83.026,80.346,400.815,252.124,41.152,418.619,112.816,415.849,48.943,378.0681,33.188,428.044,590.4151,328.682,462.691,392.439,496.976,35.339,378.2001,88.964,385.679,383.106,385.3091,207.52,86.058,258.973,81.181,197.586,71.808,401.6651,70.41,18.691,222.725,23.696,414.9771,111.059,591.7191,75.561,317.574,415.204,71.213,190.011,233.16,39.041,353.2181,118.609,419.041,175.411,190.157,255.353,416.156,41.424,183.653,423.588,115.87,227.662,167.688,406.741,27.856,183.485,414.2211,58.195,94.113,453.237,194.644,42.469,31.531,490.02,286.099,22.385,27.463,58.87,83.555,27.631,22.361,34.894,415.1111,481.2541,152.752,
South San Francisco,393.752,396.23,392.122,382.059,10.315,395.993,394.717,406.556,399.855,394.534,393.472,396.862,6.076,398.24,404.464,389.822,410.785,417.707,398.388,405.938,401.686,402.2991,22.114,27.068,400.959,391.0531,21.486,397.75,401.304,386.469,21.631,395.9041,405.314,398.55,365.876,401.23,393.3581,414.338,409.319,398.367,416.791,396.271,394.557,406.91,406.47,413.225,12.535,18.033,385.919,511.815,11.712,392.724,415.791,290.531,406.784,78.454,385.72,400.987,388.972,2.507,395.468,353.236,407.605,399.385,422.127,398.936,426.313,19.837,0,23.213,512.182,55.755,420.519,404.4701,41.991,411.751,416.989,81.467,5.533,403.263,209.59,511.53,6.207,413.4431,96.786,435.583,378.3161,31.02,28.993,22.75,35.814,519.0861,381.441,509.149,20.373,66.447,405.53,28.052,420.646,411.923,384.559,387.195,376.822,58.23,122.216,108.423,400.472,100.499,237.111,405.949,14.761,98.893,96.213,416.682,250.221,38.859,434.486,110.913,431.716,34.757,393.9351,14.854,443.911,606.2821,326.78,478.558,408.306,512.843,37.145,343.054,104.831,401.546,355.145,401.1761,223.387,84.156,274.84,94.944,213.453,87.675,417.5321,63.487,35.256,238.592,28.95,430.8441,126.926,607.5861,92.126,315.672,431.071,64.29,205.878,249.027,28.111,369.0851,132.372,434.9081,191.278,206.024,253.451,432.023,55.187,199.52,439.455,113.968,243.529,183.555,422.608,26.51,199.352,430.0881,64.428,109.98,469.104,210.511,48.702,45.294,505.887,301.966,38.95,45.255,65.103,111.083,19.089,25.705,16.561,430.9781,497.1211,168.619,
